Wall time,Step,Value
1570072821.3167193,231,0.0003000000142492354
1570072939.6784952,279,0.0003000000142492354
1570073540.9778106,523,0.0003000000142492354
1570073901.1802714,669,0.0003000000142492354
1570074019.7300682,717,0.0003000000142492354
1570074379.8167536,863,0.0003000000142492354
1570074500.628031,912,0.0003000000142492354
1570074621.3338885,961,0.0003000000142492354
1570075099.8732743,1155,0.0003000000142492354
1570076541.0651124,1739,0.0003000000142492354
1570077019.7759352,1933,0.0003000000142492354
1570077259.613039,2030,0.0003000000142492354
1570077501.0869071,2128,0.0003000000142492354
1570077619.7870746,2176,0.0003000000142492354
1570077861.2405443,2274,0.0003000000142492354
1570078580.0513911,2565,0.0003000000142492354
1570078700.894658,2614,0.0003000000142492354
1570078819.6189833,2662,0.0003000000142492354
1570078940.4422898,2711,0.0003000000142492354
1570079061.1830018,2760,0.0003000000142492354
1570080021.2712276,3149,0.0003000000142492354
1570080260.8528774,3246,0.0003000000142492354
1570080379.5758543,3294,0.0003000000142492354
1570080740.0605347,3440,0.0003000000142492354
1570080860.9471023,3489,0.0003000000142492354
1570080979.5750687,3537,0.0003000000142492354
1570081100.3716614,3586,0.0003000000142492354
1570081699.8796186,3829,0.0003000000142492354
1570082299.9833853,4072,0.0003000000142492354
1570082660.5323455,4218,0.0003000000142492354
1570082781.263149,4266,0.0003000000142492354
1570083499.9075613,4558,0.0003000000142492354
1570084460.1155875,4947,0.0003000000142492354
1570084820.1057167,5093,0.0003000000142492354
1570084941.0313683,5142,0.0003000000142492354
1570085780.0278416,5482,0.0003000000142492354
1570086140.8318512,5628,0.0003000000142492354
1570086380.0041778,5725,0.0003000000142492354
1570087221.211588,6066,0.0003000000142492354
1570087339.923038,6114,0.0003000000142492354
1570087699.9921718,6260,0.0003000000142492354
1570087821.1008053,6309,0.0003000000142492354
1570088899.8569212,6746,0.0003000000142492354
1570089139.7543287,6843,0.0003000000142492354
1570089260.4005044,6892,0.0003000000142492354
1570089381.1586957,6941,0.0003000000142492354
1570090221.0907595,7281,0.0003000000142492354
1570090821.164254,7524,0.0003000000142492354
1570091060.8316972,7621,0.0003000000142492354
1570091179.5953493,7669,0.0003000000142492354
1570091660.849144,7864,0.0003000000142492354
1570092260.3194637,8107,0.0003000000142492354
1570092381.1499763,8156,0.0003000000142492354
1570092739.7320957,8301,0.0003000000142492354
1570093460.0770838,8593,0.0003000000142492354
1570093580.7614915,8642,0.0003000000142492354
1570093820.2391381,8739,0.0003000000142492354
1570094180.5092845,8885,0.0003000000142492354
1570094419.7013826,8982,0.0003000000142492354
1570094541.1910744,9031,0.0003000000142492354
1570094780.402812,9128,0.0003000000142492354
1570095019.8562627,9225,0.0003000000142492354
1570095140.918129,9274,0.0003000000142492354
1570095980.1782966,9614,0.0003000000142492354
1570096940.342457,10003,0.0003000000142492354
1570097061.163212,10052,0.0003000000142492354
1570097179.6702964,10100,0.0003000000142492354
1570097659.5954967,10294,0.0003000000142492354
1570098861.0944953,10781,0.0003000000142492354
1570098979.647552,10829,0.0003000000142492354
1570099219.6555822,10926,0.0003000000142492354
1570099701.023075,11121,0.0003000000142492354
1570100059.5594344,11266,0.0003000000142492354
1570100180.147512,11315,0.0003000000142492354
1570100301.085874,11364,0.0003000000142492354
1570100659.5663407,11509,0.0003000000142492354
1570102101.1757162,12093,0.0003000000142492354
1570102819.6486745,12384,0.0003000000142492354
1570103179.7486193,12530,0.0003000000142492354
1570103419.6042933,12627,0.0003000000142492354
1570103540.4014692,12676,0.0003000000142492354
1570103779.774331,12773,0.0003000000142492354
1570104261.1422753,12968,0.0003000000142492354
1570104740.506902,13162,0.0003000000142492354
1570104979.8179216,13259,0.0003000000142492354
1570105580.0020654,13502,0.0003000000142492354
1570107141.0368056,14134,0.0003000000142492354
1570107259.6323183,14182,0.0003000000142492354
1570107859.710965,14425,0.0003000000142492354
1570107980.681191,14474,0.0003000000142492354
1570108459.7815108,14668,0.0003000000142492354
1570108580.4832273,14717,0.0003000000142492354
1570109059.6815746,14911,0.0003000000142492354
1570109180.5474606,14960,0.0003000000142492354
1570109420.0169675,15057,0.0003000000142492354
1570109780.7826345,15203,0.0003000000142492354
1570110380.7491481,15446,0.0003000000142492354
1570110499.5828755,15494,0.0003000000142492354
1570110620.253634,15543,0.0003000000142492354
1570111220.338564,15786,0.0003000000142492354
1570111339.5999908,15834,0.0003000000142492354
1570111459.9758158,15883,0.0003000000142492354
1570111820.1093218,16029,0.0003000000142492354
1570112901.0902185,16467,0.0003000000142492354
1570113141.074726,16564,0.0003000000142492354
1570113619.8211946,16758,0.0003000000142492354
1570113859.6541681,16855,0.0003000000142492354
1570114580.4714715,17147,0.0003000000142492354
1570114700.9810836,17195,0.0003000000142492354
1570115419.677916,17487,0.0003000000142492354
1570115779.6274612,17633,0.0003000000142492354
1570116260.842576,17828,0.0003000000142492354
1570116980.4262145,18120,0.0003000000142492354
1570117459.5789816,18314,0.0003000000142492354
1570117579.9810195,18363,0.0003000000142492354
1570117700.7752311,18412,0.0003000000142492354
1570117940.18302,18509,0.0003000000142492354
1570118060.9503806,18558,0.0003000000142492354
1570118660.2685184,18801,0.0003000000142492354
1570119259.5724792,19044,0.0003000000142492354
1570119380.098539,19093,0.0003000000142492354
1570120460.8876786,19531,0.0003000000142492354
1570122019.7937803,20163,0.0003000000142492354
1570122140.8654406,20212,0.0003000000142492354
1570122860.7158346,20504,0.0003000000142492354
1570123099.699446,20601,0.0003000000142492354
1570123341.194654,20699,0.0003000000142492354
1570123819.693797,20893,0.0003000000142492354
1570124899.586862,21331,0.0003000000142492354
1570125019.787494,21380,0.0003000000142492354
1570125259.5958765,21477,0.0003000000142492354
1570125500.2519825,21575,0.0003000000142492354
1570125980.4898663,21770,0.0003000000142492354
1570127180.4020364,22257,0.0003000000142492354
1570127419.7088435,22354,0.0003000000142492354
1570127540.2618508,22403,0.0003000000142492354
1570127899.838284,22549,0.0003000000142492354
1570128259.7162745,22695,0.0003000000142492354
1570128500.7389731,22793,0.0003000000142492354
1570129099.6224601,23036,0.0003000000142492354
1570129580.0988936,23231,0.0003000000142492354
1570130779.764002,23718,0.0003000000142492354
1570130900.4817235,23767,0.0003000000142492354
1570131140.0083125,23864,0.0003000000142492354
1570131381.3142867,23962,0.0003000000142492354
1570131741.0942345,24108,0.0003000000142492354
