Wall time,Step,Value
1570072821.3167193,231,0.3336220979690552
1570073540.9778106,523,0.05080225691199303
1570074019.7300682,717,0.14741605520248413
1570074379.8167536,863,0.6706877946853638
1570075099.8732743,1155,0.46012425422668457
1570076541.0651124,1739,0.4569282531738281
1570077019.7759352,1933,1.063636064529419
1570077259.613039,2030,0.12188320606946945
1570077501.0869071,2128,0.3286638855934143
1570077619.7870746,2176,0.036815788596868515
1570077861.2405443,2274,0.3229994475841522
1570078580.0513911,2565,0.18183672428131104
1570078700.894658,2614,0.5539536476135254
1570078819.6189833,2662,0.26223617792129517
1570078940.4422898,2711,0.16838359832763672
1570080021.2712276,3149,0.3401656150817871
1570080379.5758543,3294,0.7074248194694519
1570080740.0605347,3440,0.16982054710388184
1570080860.9471023,3489,0.6234728097915649
1570080979.5750687,3537,0.6719227433204651
1570081100.3716614,3586,0.21903370320796967
1570081699.8796186,3829,0.0872250646352768
1570082660.5323455,4218,0.308969110250473
1570083499.9075613,4558,0.33309969305992126
1570084460.1155875,4947,0.9013082385063171
1570084820.1057167,5093,0.6299968957901001
1570084941.0313683,5142,0.12079189717769623
1570085780.0278416,5482,1.542208194732666
1570086380.0041778,5725,0.2683146595954895
1570087339.923038,6114,0.18797960877418518
1570087699.9921718,6260,0.06915993988513947
1570087821.1008053,6309,0.07877171039581299
1570088899.8569212,6746,0.2608112394809723
1570089139.7543287,6843,0.1491975635290146
1570089260.4005044,6892,0.1879713386297226
1570089381.1586957,6941,0.5412521362304688
1570090221.0907595,7281,0.0703476071357727
1570090821.164254,7524,0.12236742675304413
1570091060.8316972,7621,0.09311839938163757
1570091179.5953493,7669,0.1318712681531906
1570091660.849144,7864,0.2007562220096588
1570092260.3194637,8107,0.14620773494243622
1570092381.1499763,8156,0.19496960937976837
1570092739.7320957,8301,0.1825270652770996
1570093460.0770838,8593,0.6277332305908203
1570093580.7614915,8642,0.03253363072872162
1570093820.2391381,8739,0.2465282678604126
1570094180.5092845,8885,0.2225947380065918
1570094419.7013826,8982,0.3965556025505066
1570094541.1910744,9031,0.26266902685165405
1570094780.402812,9128,0.05479077994823456
1570095019.8562627,9225,0.33257246017456055
1570095140.918129,9274,0.8466184735298157
1570095980.1782966,9614,0.024007966741919518
1570096940.342457,10003,0.2294885218143463
1570097061.163212,10052,0.16818249225616455
1570097179.6702964,10100,0.061035286635160446
1570097659.5954967,10294,0.1699887216091156
1570098861.0944953,10781,0.06486663967370987
1570098979.647552,10829,0.09097060561180115
1570099219.6555822,10926,0.09092225134372711
1570099701.023075,11121,0.2243591547012329
1570100059.5594344,11266,0.08432100713253021
1570100180.147512,11315,0.3025590181350708
1570100301.085874,11364,0.058052387088537216
1570100659.5663407,11509,0.06019795686006546
1570102101.1757162,12093,0.08168816566467285
1570102819.6486745,12384,0.08567498624324799
1570103179.7486193,12530,0.11923351883888245
1570103419.6042933,12627,0.03262140974402428
1570103540.4014692,12676,0.2699684798717499
1570103779.774331,12773,0.3548041880130768
1570104261.1422753,12968,0.05791535973548889
1570104740.506902,13162,0.1351851224899292
1570104979.8179216,13259,0.05969781056046486
1570105580.0020654,13502,0.17291203141212463
