Wall time,Step,Value
1570072821.3167193,231,0.0
1570073540.9778106,523,0.0
1570074019.7300682,717,0.0
1570074379.8167536,863,0.3194185495376587
1570075099.8732743,1155,0.18879643082618713
1570076541.0651124,1739,0.20382650196552277
1570077019.7759352,1933,0.6436486840248108
1570077259.613039,2030,0.0
1570077501.0869071,2128,0.08996593207120895
1570077619.7870746,2176,0.0
1570077861.2405443,2274,0.10472141206264496
1570078580.0513911,2565,0.06491789221763611
1570078700.894658,2614,0.22536122798919678
1570078819.6189833,2662,0.10576079785823822
1570078940.4422898,2711,0.12496666610240936
1570080021.2712276,3149,0.12278905510902405
1570080379.5758543,3294,0.23463736474514008
1570080740.0605347,3440,0.06345038115978241
1570080860.9471023,3489,0.3384772539138794
1570080979.5750687,3537,0.41875749826431274
1570081100.3716614,3586,0.05274342745542526
1570081699.8796186,3829,0.022475827485322952
1570082660.5323455,4218,0.11018525063991547
1570083499.9075613,4558,0.08720754086971283
1570084460.1155875,4947,0.3319845497608185
1570084820.1057167,5093,0.12212786823511124
1570084941.0313683,5142,0.0324389711022377
1570085780.0278416,5482,0.7149841785430908
1570086380.0041778,5725,0.18426594138145447
1570087339.923038,6114,0.014824435114860535
1570087699.9921718,6260,0.0150046581402421
1570087821.1008053,6309,0.035242218524217606
1570088899.8569212,6746,0.11152587831020355
1570089139.7543287,6843,0.019365737214684486
1570089260.4005044,6892,0.12083125114440918
1570089381.1586957,6941,0.20855815708637238
1570090221.0907595,7281,0.007589202374219894
1570090821.164254,7524,0.02318229153752327
1570091060.8316972,7621,0.01736542023718357
1570091179.5953493,7669,0.06626636534929276
1570091660.849144,7864,0.04927942156791687
1570092260.3194637,8107,0.04387228935956955
1570092381.1499763,8156,0.07178124785423279
1570092739.7320957,8301,0.08533021807670593
1570093460.0770838,8593,0.2524951696395874
1570093580.7614915,8642,0.008469290100038052
1570093820.2391381,8739,0.052271246910095215
1570094180.5092845,8885,0.09064368903636932
1570094419.7013826,8982,0.1369645893573761
1570094541.1910744,9031,0.05829712748527527
1570094780.402812,9128,0.028847452253103256
1570095019.8562627,9225,0.09482695907354355
1570095140.918129,9274,0.4926872253417969
1570095980.1782966,9614,0.01475113071501255
1570096940.342457,10003,0.0908246785402298
1570097061.163212,10052,0.09685201942920685
1570097179.6702964,10100,0.027343809604644775
1570097659.5954967,10294,0.06740165501832962
1570098861.0944953,10781,0.027645885944366455
1570098979.647552,10829,0.014201111160218716
1570099219.6555822,10926,0.02431863360106945
1570099701.023075,11121,0.09264036267995834
1570100059.5594344,11266,0.04627344757318497
1570100180.147512,11315,0.2145678550004959
1570100301.085874,11364,0.02728359028697014
1570100659.5663407,11509,0.029657747596502304
1570102101.1757162,12093,0.042667750269174576
1570102819.6486745,12384,0.030521556735038757
1570103179.7486193,12530,0.02658478170633316
1570103419.6042933,12627,0.01355772465467453
1570103540.4014692,12676,0.07495325803756714
1570103779.774331,12773,0.10169845819473267
1570104261.1422753,12968,0.016223574057221413
1570104740.506902,13162,0.05819396674633026
1570104979.8179216,13259,0.011795839294791222
1570105580.0020654,13502,0.06892601400613785
1570107259.6323183,14182,0.056358590722084045
1570107859.710965,14425,0.003252741415053606
1570107980.681191,14474,0.07005372643470764
1570108459.7815108,14668,0.018555670976638794
1570108580.4832273,14717,0.10855749994516373
1570109059.6815746,14911,0.04003722965717316
1570109180.5474606,14960,0.04244844615459442
1570109420.0169675,15057,0.007803826592862606
1570109780.7826345,15203,0.016368908807635307
1570110380.7491481,15446,0.013487824238836765
1570110499.5828755,15494,0.0248275063931942
1570110620.253634,15543,0.09519722312688828
1570111220.338564,15786,0.01863357424736023
1570111339.5999908,15834,0.2583922743797302
1570111459.9758158,15883,0.009728798642754555
1570111820.1093218,16029,0.14853063225746155
1570112901.0902185,16467,0.12376057356595993
1570113141.074726,16564,0.020912040024995804
1570113859.6541681,16855,0.0571221262216568
1570115419.677916,17487,0.009095843881368637
1570115779.6274612,17633,0.01582210510969162
1570116260.842576,17828,0.012850564904510975
1570116980.4262145,18120,0.029083214700222015
1570117459.5789816,18314,0.025492791086435318
