Wall time,Step,Value
1570072821.3167193,231,0.0002923395950347185
1570073540.9778106,523,0.002473096363246441
1570074019.7300682,717,0.09794014692306519
1570074379.8167536,863,0.295174241065979
1570075099.8732743,1155,0.19790387153625488
1570076541.0651124,1739,0.1777886301279068
1570077019.7759352,1933,0.38882195949554443
1570077259.613039,2030,0.08498954772949219
1570077501.0869071,2128,0.19015143811702728
1570077619.7870746,2176,0.006413568742573261
1570077861.2405443,2274,0.17500823736190796
1570078580.0513911,2565,0.09261596947908401
1570078700.894658,2614,0.26348876953125
1570078819.6189833,2662,0.14026254415512085
1570078940.4422898,2711,0.02853415161371231
1570080021.2712276,3149,0.19011983275413513
1570080379.5758543,3294,0.4551367461681366
1570080740.0605347,3440,0.0802781730890274
1570080860.9471023,3489,0.25874751806259155
1570080979.5750687,3537,0.1346757411956787
1570081100.3716614,3586,0.1421232968568802
1570081699.8796186,3829,0.04796389862895012
1570082660.5323455,4218,0.17983222007751465
1570083499.9075613,4558,0.23451001942157745
1570084460.1155875,4947,0.5551792979240417
1570084820.1057167,5093,0.48630282282829285
1570084941.0313683,5142,0.03839792683720589
1570085780.0278416,5482,0.8076062798500061
1570086380.0041778,5725,0.05308546498417854
1570087339.923038,6114,0.12299324572086334
1570087699.9921718,6260,0.0270797461271286
1570087821.1008053,6309,0.03420815244317055
1570088899.8569212,6746,0.1344369649887085
1570089139.7543287,6843,0.1187933161854744
1570089260.4005044,6892,0.04714779555797577
1570089381.1586957,6941,0.1594054400920868
1570090221.0907595,7281,0.05352131649851799
1570090821.164254,7524,0.06834084540605545
1570091060.8316972,7621,0.06932267546653748
1570091179.5953493,7669,0.05429588630795479
1570091660.849144,7864,0.0204218290746212
1570092260.3194637,8107,0.08340942859649658
1570092381.1499763,8156,0.05845575034618378
1570092739.7320957,8301,0.040072742849588394
1570093460.0770838,8593,0.36086738109588623
1570093580.7614915,8642,0.007702268194407225
1570093820.2391381,8739,0.04066551476716995
1570094180.5092845,8885,0.10388752818107605
1570094419.7013826,8982,0.24508635699748993
1570094541.1910744,9031,0.1791139394044876
1570094780.402812,9128,0.008532069623470306
1570095019.8562627,9225,0.22599348425865173
1570095140.918129,9274,0.19699305295944214
1570095980.1782966,9614,0.0018217809265479445
1570096940.342457,10003,0.1240447536110878
1570097061.163212,10052,0.05002618953585625
1570097179.6702964,10100,0.028280995786190033
1570097659.5954967,10294,0.08039553463459015
1570098861.0944953,10781,0.018179943785071373
1570098979.647552,10829,0.052768588066101074
1570099219.6555822,10926,0.04716484248638153
