Wall time,Step,Value
1570072821.3167193,231,0.02523646503686905
1570073540.9778106,523,0.016639376059174538
1570074019.7300682,717,0.028212785720825195
1570074379.8167536,863,0.01067610364407301
1570075099.8732743,1155,0.031065283343195915
1570076541.0651124,1739,0.045336008071899414
1570077019.7759352,1933,0.017995968461036682
1570077259.613039,2030,0.02463069185614586
1570077501.0869071,2128,0.019250743091106415
1570077619.7870746,2176,0.008984907530248165
1570077861.2405443,2274,0.021452881395816803
1570078580.0513911,2565,0.005495792254805565
1570078700.894658,2614,0.04761642962694168
1570078819.6189833,2662,0.007206736598163843
1570078940.4422898,2711,0.007519442588090897
1570080021.2712276,3149,0.013408450409770012
1570080379.5758543,3294,0.004978784825652838
1570080740.0605347,3440,0.01506078988313675
1570080860.9471023,3489,0.016136500984430313
1570080979.5750687,3537,0.04543619602918625
1570081100.3716614,3586,0.016541874036192894
1570081699.8796186,3829,0.009241938591003418
1570082660.5323455,4218,0.013358226977288723
1570083499.9075613,4558,0.005692813079804182
1570084460.1155875,4947,0.0023397975601255894
1570084820.1057167,5093,0.01620825193822384
1570084941.0313683,5142,0.04097557067871094
1570085780.0278416,5482,0.007732878904789686
1570086380.0041778,5725,0.024325154721736908
1570087339.923038,6114,0.030771957710385323
1570087699.9921718,6260,0.02185209095478058
1570087821.1008053,6309,0.004793053492903709
1570088899.8569212,6746,0.012724049389362335
1570089139.7543287,6843,0.0044779363088309765
1570089260.4005044,6892,0.014947004616260529
1570089381.1586957,6941,0.09290944039821625
1570090221.0907595,7281,0.004170791245996952
1570090821.164254,7524,0.025096885859966278
1570091060.8316972,7621,0.00421018386259675
1570091179.5953493,7669,0.007775268983095884
1570091660.849144,7864,0.10888392478227615
1570092260.3194637,8107,0.015198742039501667
1570092381.1499763,8156,0.043689221143722534
1570092739.7320957,8301,0.025973444804549217
1570093460.0770838,8593,0.013346832245588303
1570093580.7614915,8642,0.013948345556855202
1570093820.2391381,8739,0.08265995234251022
1570094180.5092845,8885,0.019589539617300034
1570094419.7013826,8982,0.009330589324235916
1570094541.1910744,9031,0.02294492907822132
1570094780.402812,9128,0.01080371718853712
1570095019.8562627,9225,0.0065585351549088955
1570095140.918129,9274,0.13440215587615967
1570095980.1782966,9614,0.00539063336327672
1570096940.342457,10003,0.012287339195609093
1570097061.163212,10052,0.015564476139843464
1570097179.6702964,10100,0.003489723429083824
1570097659.5954967,10294,0.016774825751781464
1570098861.0944953,10781,0.013424905017018318
1570098979.647552,10829,0.021104108542203903
1570099219.6555822,10926,0.015831995755434036
1570099701.023075,11121,0.011723082512617111
1570100059.5594344,11266,0.007813258096575737
1570100180.147512,11315,0.019367121160030365
1570100301.085874,11364,0.0031740358099341393
1570100659.5663407,11509,0.016336791217327118
1570102101.1757162,12093,0.013380741700530052
1570102819.6486745,12384,0.009430739097297192
1570103179.7486193,12530,0.0014231966342777014
1570103419.6042933,12627,0.003760312683880329
1570103540.4014692,12676,0.0030990487430244684
1570103779.774331,12773,0.009692281484603882
1570104261.1422753,12968,0.005445257760584354
1570104740.506902,13162,0.009172066114842892
1570104979.8179216,13259,0.00663674995303154
1570105580.0020654,13502,0.005059178452938795
1570107259.6323183,14182,0.043861426413059235
1570107859.710965,14425,0.0013314627576619387
1570107980.681191,14474,0.00811794400215149
1570108459.7815108,14668,0.0015945048071444035
1570108580.4832273,14717,0.013800240121781826
1570109059.6815746,14911,0.10069935023784637
1570109180.5474606,14960,0.012473393231630325
1570109420.0169675,15057,0.0017535540973767638
1570109780.7826345,15203,0.03386595845222473
1570110380.7491481,15446,0.008873991668224335
1570110499.5828755,15494,0.018902568146586418
1570110620.253634,15543,0.023467838764190674
1570111220.338564,15786,0.02087179757654667
1570111339.5999908,15834,0.007867821492254734
1570111459.9758158,15883,0.002244928851723671
1570111820.1093218,16029,0.007251016329973936
1570112901.0902185,16467,0.04354042932391167
1570113141.074726,16564,0.006489823572337627
1570113859.6541681,16855,0.0904574915766716
1570115419.677916,17487,0.000967158644925803
1570115779.6274612,17633,0.0022480087354779243
1570116260.842576,17828,0.00412433035671711
1570116980.4262145,18120,0.00402124784886837
1570117459.5789816,18314,0.008593286387622356
1570117579.9810195,18363,0.0037441872991621494
1570117700.7752311,18412,0.004361385013908148
1570117940.18302,18509,0.002550616394728422
1570118060.9503806,18558,0.008905689232051373
1570118660.2685184,18801,0.09630680829286575
1570119259.5724792,19044,0.005764103960245848
1570119380.098539,19093,0.004235697444528341
1570122019.7937803,20163,0.004105832893401384
1570122140.8654406,20212,0.0013226703740656376
1570122860.7158346,20504,0.005099417641758919
1570123099.699446,20601,0.0017464557895436883
1570123341.194654,20699,0.0018452041549608111
1570124899.586862,21331,0.000698012940119952
1570125019.787494,21380,0.0021018991246819496
1570125259.5958765,21477,0.056313127279281616
1570125500.2519825,21575,0.003828010056167841
1570125980.4898663,21770,0.006215275265276432
1570127180.4020364,22257,0.002532331505790353
1570127419.7088435,22354,0.004144520033150911
1570127540.2618508,22403,0.015602841973304749
1570127899.838284,22549,0.0004758356953971088
1570128259.7162745,22695,0.008211670443415642
1570129099.6224601,23036,0.006509000901132822
1570129580.0988936,23231,0.010172710753977299
1570130779.764002,23718,0.040814682841300964
1570130900.4817235,23767,0.013876808807253838
1570131140.0083125,23864,0.02161061018705368
1570131381.3142867,23962,0.008621527813374996
1570131741.0942345,24108,0.011495798826217651
1570133419.6907904,24789,0.015341204591095448
1570133899.5466428,24984,0.001321620773524046
1570134140.818175,25082,0.01216177735477686
1570134500.4734828,25228,0.00032805034425109625
1570135220.166158,25520,0.008148854598402977
1570135939.8390121,25812,0.0027098131831735373
1570136181.0913014,25910,0.01059897430241108
1570136299.610614,25958,0.0012618417385965586
1570136420.0879462,26007,0.01063941977918148
1570136659.6108012,26104,0.0018190580885857344
1570136779.7086325,26153,0.0035313947591930628
1570137139.6946504,26299,0.0039220573380589485
1570137499.5856764,26445,0.0036680225748568773
1570137979.6648002,26640,0.003337080357596278
1570138100.43986,26689,0.0005300544435158372
1570139300.1981075,27176,0.0015681774821132421
1570139780.7140143,27371,0.008488606661558151
1570139901.3152995,27420,0.003557443618774414
1570140019.7147787,27468,0.00033245631493628025
1570140740.925457,27761,0.009998805820941925
1570141100.3438156,27907,0.05162801966071129
1570141460.1575422,28053,0.0005320535856299102
1570141700.9197862,28151,0.0014522045385092497
1570141821.2519317,28200,0.00037332598003558815
