-0.675,2.328,9.783
-0.486,2.555,9.743
-0.601,1.964,9.654
-0.84,1.677,9.628
-0.555,2.247,9.508
-0.778,2.539,9.934
-0.668,2.464,9.707
-0.998,2.046,9.592
-0.639,2.168,9.594
-0.368,2.302,9.501
-0.325,2.251,9.506
-0.471,1.936,9.616
-0.421,2.417,9.644
-0.304,2.601,9.814
-0.569,2.031,9.7
-0.957,1.713,9.544
-0.926,1.861,9.654
-0.684,2.122,9.633
-0.924,1.713,9.522
-0.648,2.55,9.611
-0.634,2.718,9.628
-0.895,1.751,9.628
-0.507,2.225,9.415
-0.809,2.613,9.831
-0.835,3.113,9.676
-0.423,2.462,9.525
-2.175,1.574,10.223
-1.098,2.369,9.661
-0.474,2.4,9.336
-0.211,2.811,9.649
-1.278,0.435,10.274
-0.66,1.859,9.336
-0.742,1.364,9.709
-0.421,1.505,9.893
-0.053,0.861,9.704
2.077,4.175,8.829
1.663,3.902,9.422
1.113,2.785,9.441
0.579,1.354,9.271
0.735,1.567,9.487
1.192,2.409,9.479
1.476,2.493,8.903
1.337,2.725,8.876
1.675,3.319,8.809
1.68,3.173,9.558
1.708,2.16,9.7
1.328,1.251,9.924
1.701,2.201,9.36
0.524,1.749,9.056
0.134,1.498,9.609
-1.041,-0.857,10.152
-0.165,1.369,10.046
0.581,3.546,9.759
0.151,2.419,9.563
0.057,2.352,9.506
0.17,1.634,9.697
0.153,1.615,9.515
0.268,1.83,9.472
0.081,1.883,9.262
-0.182,1.869,9.398
-0.065,1.902,9.877
0.057,1.983,9.872
0.043,2.302,9.812
-0.067,1.924,9.774
0.072,2.175,9.805
-0.254,1.708,9.96
-0.06,2.156,9.872
0.146,2.251,9.683
0.048,1.991,9.644
-0.132,1.744,9.767
0.017,1.711,9.463
0.081,2.247,9.633
0.074,2.263,9.577
-0.084,2.151,9.759
-0.151,1.876,9.685
-0.349,0.828,9.482
0.024,1.445,9.36
-0.148,2.969,9.932
-0.151,2.55,9.857
-0.069,2.79,9.783
0.005,2.376,9.704
0.22,1.648,9.537
0.127,1.689,9.441
-0.139,1.381,9.642
-0.201,1.864,9.764
-0.129,1.876,9.692
-0.603,1.754,10.149
0.139,2.12,9.688
3.213,1.467,7.927
2.177,2.103,12.279
1.414,2.031,9.377
-1.251,2.015,9.587
-0.165,1.962,9.453
-0.593,2.491,9.647
-0.435,2.617,9.862
-0.388,1.515,9.57
-0.246,1.318,9.623
-0.4,2.153,9.879
