0.361,-0.089,9.625
0.412,0.634,9.912
-3.048,0.56,10.125
-1.921,0.266,10.085
-0.555,0.311,10.166
-1.62,0.5,9.994
-1.936,0.546,9.922
-1.397,0.349,9.987
-1.471,0.354,10.066
-1.579,0.624,10.044
-1.519,0.29,10.111
-1.457,0.206,9.934
-1.553,0.61,10.018
-1.538,0.323,10.03
-1.512,0.333,9.91
-1.455,0.416,10.051
-1.448,0.299,10.212
-1.431,0.459,9.989
-1.526,0.663,10.037
-1.615,0.232,9.908
-1.512,0.28,10.166
-1.431,0.462,9.977
-2.802,2.567,7.752
-1.27,1.024,11.791
-2.531,1.192,9.996
-4.003,-0.23,6.642
-0.703,-0.022,10.07
-2.015,0.498,10.673
-1.672,1.323,9.857
-2.716,1.022,9.922
-0.701,0.337,9.814
-2.311,-1.821,9.692
-2.409,-0.768,9.956
-0.61,0.969,10.111
-1.189,1.936,9.999
-0.459,1.826,9.396
-3.972,0.859,10.281
-1.751,2.003,10.393
-0.55,1.369,10.413
-2.058,-0.368,9.879
-0.969,0.179,10.769
0.108,1.225,9.41
-1.189,0.895,8.948
-0.16,1.263,10.176
-0.294,1.163,9.822
-1.242,-0.022,9.723
-2.608,0.069,9.898
-2.754,0.007,10.401
-0.701,2.539,9.711
-0.577,0.199,9.927
-1.574,-0.081,9.788
-2.201,1.857,10.336
-1.043,1.809,10.305
0.132,-0.49,10.044
-1.127,-0.979,10.152
-1.297,-0.206,9.953
-1.847,1.285,9.762
-1.672,1.026,10.307
-0.955,0.907,10.07
-0.945,0.603,10.078
-0.725,0.711,10.037
-2.244,1.342,10.259
-1.22,1.043,10.271
-0.699,1.22,9.879
-0.581,0.502,9.879
-0.354,0.55,9.558
-0.569,1.601,9.97
-1.024,1.395,10.13
-1.182,0.55,10.168
-1.089,0.739,10.061
-1.605,0.591,10.018
-1.352,-0.029,10.042
-1.838,-0.833,9.831
-1.823,1.699,9.956
-1.598,1.297,10.264
-1.916,-0.495,10.061
-1.182,0.876,10.142
-2.354,0.919,10.113
-3.701,0.378,9.891
-2.637,0.857,9.922
-3.163,0.866,10.221
-0.993,-1.479,9.817
-1.9,-1.926,9.836
-2.438,-0.335,9.776
-2.515,1.225,9.975
-2.964,0.742,10.145
-2.115,0.737,10.185
-1.101,2.318,9.31
-1.603,0.672,10.228
-1.641,0.83,10.19
-2.534,0.431,9.58
-2.613,0.947,9.644
-1.44,1.538,9.934
-0.933,1.266,10.142
-0.218,0.775,9.979
-1.33,0.589,10.444
-2.067,0.108,9.896
-1.826,0.167,10.042
-1.653,0.163,10.056
-1.148,0.299,10.037
-2.101,0.407,10.013
-1.646,0.766,9.776
-1.069,0.158,10.054
-1.534,-0.129,10.082
-1.565,0.165,10.482
-1.055,0.746,10.001
-1.302,0.703,10.101
-1.727,0.61,9.905
-1.694,0.845,10.159
-0.845,0.565,10.011
-1.479,0.782,10.068
-2.082,0.813,9.991
-1.692,0.548,9.862
-1.134,0.292,10.101
-1.548,0.524,10.116
-1.476,0.297,9.967
-1.383,0.718,9.927
-1.567,0.366,10.113
-1.381,0.246,10.135
-1.077,0.361,10.209
-1.531,0.557,10.068
-1.376,0.742,9.819
-1.622,0.397,9.999
-1.306,0.668,10.133
-1.084,0.002,10.063
-1.651,0.177,9.939
-1.474,1.026,9.963
-1.483,0.727,10.145
-1.371,0.299,9.958
-1.156,0.641,9.92
-1.526,0.397,10.044
-1.493,0.455,9.991
-1.474,0.45,10.097
-1.912,0.744,9.491
-0.512,1.218,10.013
-1.069,1.538,10.403
-1.474,1.94,10.357
-1.651,-0.048,10.116
-1.495,0.316,9.85
-1.404,1.567,10.334
-1.141,-0.196,9.707
-1.369,0.132,9.939
-1.4,1.041,10.037
-1.103,0.806,10.13
-1.311,0.199,10.049
-1.498,0.524,9.982
-1.299,0.665,10.094
-1.318,0.416,10.121
-1.337,0.488,10.006
-1.476,0.536,10.044
-1.311,0.538,9.972
-1.548,0.469,10.018
-1.976,0.94,9.963
-0.77,0.246,10.063
-0.794,0.682,10.164
-1.854,0.641,10.042
-1.608,0.146,10.078
-1.263,0.852,9.951
-1.251,0.467,10.085
-1.443,0.502,10.07
-1.637,0.354,10.039
-1.39,0.184,9.987
-0.682,-0.345,8.991
0.601,1.165,8.618
0.084,-1.668,9.396
-2.529,0.244,10.523
-0.964,3.754,10.525
-0.869,-0.483,9.695
-1.708,-0.754,9.644
-1.847,1.084,10.171
-1.129,0.744,10.075
-1.316,0.151,10.094
-1.672,0.16,10.085
-1.428,0.947,10.032
-1.392,0.782,9.979
-1.787,0.194,10.109
-1.759,0.342,9.994
-1.464,0.895,10.07
-1.493,0.531,9.845
-1.711,0.426,9.881
-1.613,0.627,10.109
-1.349,0.371,10.168
-1.467,0.27,10.039
-1.565,0.668,10.027
-1.45,0.352,10.011
-1.529,0.184,10.03
-1.596,0.581,10.164
-1.495,0.502,10.147
-1.486,0.218,10.034
-1.505,0.586,9.845
-1.782,0.682,9.975
-1.656,0.139,10.046
-1.591,0.177,9.953
-1.541,0.34,9.877
-1.704,0.435,9.862
-1.727,0.892,10.013
-1.615,0.737,10.159
-1.505,0.474,10.188
-1.51,0.562,10.061
-1.572,0.569,9.984
-1.574,0.562,9.757
-1.639,0.311,9.822
-1.73,0.189,10.099
-1.378,0.536,10.152
-1.311,0.897,10.156
-1.436,0.536,9.989
-1.591,0.256,10.116
-1.589,0.249,10.006
-1.483,0.361,9.92
-1.402,0.464,10.078
-1.022,-0.732,10.161
-2.216,1.065,10.3
-1.17,0.565,9.534
-1.936,0.732,10.03
-1.445,0.471,9.982
-1.239,0.84,10.039
-0.916,1.091,10.061
-1.208,3.924,2.043
-0.189,-0.438,9.644
-0.569,0.974,10.381
0.096,3.091,9.656
-2.474,0.723,10.329
-2.019,0.28,9.731
-0.694,0.007,9.905
-1.014,0.746,9.857
-2.56,0.457,10.154
-1.584,0.823,9.984
-1.017,0.629,9.92
-1.684,0.194,10.202
-1.658,0.239,10.027
-1.258,0.861,9.879
-1.493,0.806,10.058
-1.782,0.148,9.989
-1.536,0.857,10.078
-1.467,0.701,10.008
-2.077,1.026,10.011
-1.684,0.179,9.886
-1.407,0.546,10.135
-1.242,1.062,10.152
-1.694,0.079,9.891
-1.524,0.467,9.924
