-0.732,-0.299,9.123
0.888,-1.885,11.716
-1.258,0.873,9.709
-0.227,0.287,10.322
0.268,0.883,10.511
0.581,-1.507,10.223
-0.44,-0.012,10.235
-0.577,-0.586,10.018
4.634,0.05,15.918
-2.783,1.077,8.427
-1.113,0.213,10.52
-1.45,-0.751,9.568
-1.108,-0.026,9.771
-1.27,-0.153,9.829
-0.586,-0.172,9.755
-0.926,0.086,9.979
-0.565,0.242,10.042
-0.746,-0.325,10.049
-0.512,0.347,9.929
-0.895,0.991,9.805
-1.141,0.967,9.714
-0.804,0.254,9.788
-1.074,0.345,9.991
-0.605,0.617,10.537
-1.06,0.581,10.338
-1.134,0.433,10.195
-1.156,0.541,10.161
-1.304,0.562,9.812
-0.995,0.215,9.953
-0.603,0.464,10.271
-1.062,-0.495,9.963
-0.431,0.806,10.2
-0.258,0.751,10.03
-0.163,0.821,9.886
-0.34,0.67,9.51
-0.368,0.622,9.417
-0.44,0.091,9.57
-0.435,-0.49,9.374
-0.402,-0.057,9.398
0.304,0.486,10.14
-0.754,0.318,9.597
-0.447,-0.093,10.513
-1.247,-0.065,10.015
-1.266,0.022,10.042
-1.304,0.591,10.073
-1.091,0.823,10.386
-1.227,1.067,10.159
-0.962,1.175,10.054
-0.847,0.593,10.044
-0.931,0.428,9.994
-0.395,0.892,10.31
-1.381,0.416,9.774
-0.713,1.058,10.255
-0.603,0.773,10.07
-0.974,0.557,9.97
-0.72,0.933,9.927
-1.531,0.469,9.585
0.624,0.56,10.365
-0.854,1.723,9.539
-0.457,0.565,10.185
-0.974,0.352,10.042
-1.0,1.019,9.944
-0.955,0.974,9.963
-0.84,0.438,9.932
-1.01,0.347,9.922
-1.199,0.297,9.855
-0.754,0.526,9.903
-0.514,0.237,10.001
-0.804,2.318,10.092
-0.785,0.476,9.982
-1.019,0.49,9.941
-1.089,0.907,9.805
-1.069,1.601,10.025
-0.354,0.935,10.288
-1.488,-0.041,9.573
-0.845,0.912,10.087
-1.117,0.837,9.843
-0.615,0.718,9.805
-0.964,0.557,9.905
-0.462,0.273,9.644
-0.467,0.538,9.747
-0.536,1.192,10.027
0.656,-1.361,11.587
-2.34,1.182,9.613
-1.495,0.426,10.29
-0.921,0.431,10.264
-1.943,1.017,9.549
-1.409,0.074,9.845
-1.309,0.471,10.066
-1.136,-0.474,9.747
-0.234,-0.215,9.996
-0.431,-0.053,10.204
-1.392,-0.94,9.527
-0.852,-0.447,9.836
-0.995,0.474,9.8
-1.392,-0.634,9.628
-1.495,0.349,10.207
-1.732,-0.782,9.994
-1.177,0.208,10.085
-1.531,1.258,9.869
-1.022,0.438,10.212
-0.926,-0.469,10.2
-0.964,0.177,10.348
-1.227,0.613,9.807
-1.459,-0.172,9.867
-1.199,-0.392,9.788
-1.105,-0.347,9.755
-1.007,-0.266,10.092
-1.436,-0.187,9.924
-1.366,0.189,9.814
