-0.696,3.383,10.202
1.371,1.407,9.929
-0.861,2.852,9.506
-1.218,2.596,9.719
-1.024,2.467,9.597
-0.27,2.275,9.491
-0.502,2.512,9.726
-0.61,2.515,10.075
-0.766,2.405,10.023
-0.703,2.46,9.908
-0.651,2.443,9.755
-0.641,2.582,9.611
-0.419,2.718,9.68
-0.007,2.534,10.101
-0.447,2.785,9.96
-0.421,2.68,9.884
-0.593,2.498,9.807
-0.617,2.22,9.728
-0.742,2.101,9.613
-1.065,2.495,9.585
-0.557,3.017,9.975
-0.366,2.85,10.018
-0.376,2.811,10.008
-0.452,2.699,9.85
-0.557,2.699,9.561
-0.883,2.775,9.556
-0.646,2.895,9.733
-0.349,2.871,9.767
-0.407,2.622,9.946
-0.017,2.156,10.238
-1.01,1.885,10.008
-1.206,1.751,9.312
-0.833,1.574,9.137
-0.11,1.938,9.891
-0.663,2.615,10.128
-1.113,2.706,9.652
-0.914,2.565,9.295
-0.249,2.996,9.652
-0.538,3.426,10.2
-1.39,3.541,9.929
-1.33,2.945,9.561
0.584,2.854,9.836
0.175,3.206,9.656
-0.754,3.314,9.417
-0.962,3.067,9.432
-0.352,2.914,9.951
-0.213,3.194,9.987
-0.419,3.177,10.049
-0.629,2.57,9.759
-0.895,1.802,9.673
-0.668,1.586,9.812
-0.931,1.603,9.525
-0.983,1.603,9.599
-0.931,1.897,9.74
-0.665,2.218,9.958
-0.301,2.723,10.082
-0.555,3.18,9.587
-0.713,3.053,9.733
-0.864,3.101,9.544
-0.72,3.252,9.735
-0.534,3.161,10.034
-0.244,2.718,9.958
-0.574,2.184,9.994
-0.931,1.912,9.814
-0.615,2.163,9.745
-0.813,2.108,9.613
-0.804,2.074,9.776
-0.73,2.44,9.891
-0.715,2.543,9.96
-0.768,2.306,9.886
-0.761,2.321,9.558
-0.861,2.235,9.726
-0.648,2.151,9.833
-0.806,2.323,9.982
-0.859,2.483,9.884
-0.723,2.304,9.817
-0.624,2.553,9.68
-0.636,2.543,9.728
-0.677,2.177,9.867
-0.696,2.101,9.953
-0.993,1.806,9.831
-0.871,1.854,9.807
-0.603,2.292,9.764
-0.462,2.723,9.776
-0.725,2.706,9.936
-0.67,2.919,10.001
-0.732,2.835,9.692
-0.763,2.634,9.597
-0.388,2.871,9.896
-0.687,2.687,9.702
-0.811,2.708,9.525
-0.696,2.603,9.922
-0.538,2.4,9.843
-0.83,2.483,9.867
-1.005,2.34,9.855
-1.038,2.218,9.697
-0.837,2.376,9.537
-0.806,2.483,9.671
-0.746,2.651,9.886
-0.782,2.649,10.034
-0.739,2.495,9.922
-0.682,2.345,9.673
-0.806,2.352,9.597
-1.031,2.505,9.793
-0.821,2.388,9.92
-0.471,2.658,10.128
-0.371,2.371,9.905
-0.78,2.239,9.726
-1.026,2.17,9.563
-0.725,2.342,9.79
-0.632,2.598,9.893
-0.591,2.56,9.817
-0.706,2.23,9.939
-0.873,2.517,9.75
-1.067,2.615,9.563
-0.768,2.354,9.719
-0.507,2.23,9.886
-1.005,2.524,9.8
-0.9,2.704,9.7
-0.562,2.144,10.056
-0.845,2.17,9.707
-0.73,2.223,9.795
-0.857,2.584,9.908
-1.022,2.311,9.726
-1.019,2.388,9.546
-0.541,2.783,9.767
-0.522,2.984,9.867
0.033,3.06,9.932
-0.041,2.89,10.302
-0.699,2.467,9.685
-1.218,2.419,9.333
-0.991,2.56,9.585
-0.378,1.838,9.448
-0.455,2.768,9.936
-0.172,2.534,9.857
-0.56,2.895,9.877
-0.617,3.007,9.664
-0.84,2.852,9.728
-0.632,3.096,9.838
-0.349,2.39,9.886
-0.842,2.405,9.515
-0.682,2.326,9.656
-0.833,1.78,10.133
-0.813,1.653,9.774
-0.845,1.971,9.81
-0.636,1.924,9.429
-0.995,2.4,9.508
-0.794,2.328,9.989
-0.194,3.452,10.458
-0.38,3.113,10.03
-0.44,2.649,9.546
-0.459,2.603,9.678
-0.51,2.474,9.941
-0.892,2.431,9.711
-0.699,2.206,9.444
-0.586,2.022,9.783
-0.634,2.663,9.884
-0.179,3.563,10.319
-0.419,2.72,9.965
-0.373,3.132,9.836
-0.696,3.129,9.439
-0.629,2.617,9.709
-0.294,2.543,9.762
-0.589,3.079,9.922
-0.438,3.208,9.891
-0.641,2.804,9.783
-0.476,2.677,9.551
-0.813,2.682,9.63
-0.864,2.943,9.802
-0.613,3.058,9.664
0.103,2.673,9.936
0.33,3.187,9.915
-0.77,2.792,9.429
-1.263,2.562,9.321
-0.993,2.424,9.649
-0.615,2.517,9.709
-0.699,2.67,9.958
-0.758,2.412,9.771
-0.998,2.493,9.719
-0.749,2.792,9.592
-0.562,3.252,9.74
-0.615,3.479,9.771
-0.581,3.594,9.841
-0.725,3.287,9.716
-0.871,2.51,9.434
-0.67,2.405,9.542
-0.983,2.61,9.7
-0.756,2.871,9.85
-0.349,2.778,9.733
-0.49,2.885,9.642
-0.813,2.864,9.714
-0.869,3.151,9.91
-0.737,2.699,9.743
-0.414,2.747,10.118
-0.701,2.663,9.635
-1.151,2.462,9.676
-1.357,2.428,9.719
-1.007,1.794,9.833
-0.562,2.51,9.92
-0.663,2.359,9.886
-1.069,2.345,9.817
-0.864,2.227,9.922
-0.883,2.134,9.628
-0.943,2.529,9.577
-0.995,2.756,9.778
-0.675,2.787,9.927
-0.577,2.577,9.757
-0.845,2.572,9.719
-0.976,2.601,9.764
-0.909,2.699,9.829
-0.912,2.799,9.802
-0.782,2.735,9.824
-0.842,2.67,9.759
-0.938,2.622,9.74
-0.947,2.67,9.786
-0.761,2.67,9.793
-0.553,2.56,9.865
-0.955,2.431,9.822
-1.29,2.483,9.668
-1.153,2.06,9.726
-0.668,2.084,9.922
-0.522,2.632,9.96
-0.825,2.673,9.862
-0.706,2.098,9.896
-0.828,1.84,9.613
-1.113,2.058,9.793
-1.046,2.577,9.874
-1.421,2.754,10.006
-0.809,2.467,9.81
-0.562,3.07,9.958
-1.012,2.905,9.812
-0.457,2.091,9.618
-0.778,2.539,9.671
-1.498,2.297,9.726
-0.957,2.881,9.506
0.376,3.618,10.235
-0.043,2.921,9.68
-0.847,3.01,9.592
-1.321,2.943,9.479
-1.091,3.051,9.781
-0.904,3.108,9.499
0.608,4.189,9.917
-0.153,2.921,9.659
-0.574,3.452,9.673
-1.0,3.091,9.652
-0.959,3.132,9.635
-0.321,3.043,9.436
-0.572,2.775,9.355
-1.141,2.311,9.262
-1.22,1.993,9.453
-0.687,2.957,9.967
0.653,2.708,10.384
-0.426,2.333,9.527
-0.924,1.483,9.539
-0.187,2.476,9.604
0.4,3.46,9.857
0.718,3.374,9.554
0.727,3.862,9.721
-0.514,4.173,9.728
-1.12,4.886,10.405
-0.768,4.156,9.673
-0.526,3.065,9.63
-0.706,3.096,9.728
-0.689,2.919,9.647
-0.524,2.701,9.398
-0.763,2.79,9.494
-0.924,2.711,9.644
-0.397,2.711,9.616
-0.213,2.957,9.822
-0.548,3.17,9.817
-0.763,3.086,9.587
-0.828,3.043,9.532
-0.763,2.945,9.618
-0.598,2.833,9.915
-0.457,2.761,9.81
-0.617,2.682,9.642
-0.562,2.704,9.601
-0.732,2.735,9.618
-0.682,2.771,9.666
-0.438,2.996,9.618
-0.703,3.17,9.936
-0.794,3.074,9.776
-0.904,2.902,9.738
-0.902,2.876,9.563
-0.208,2.656,9.599
-0.366,2.682,9.592
-0.428,2.364,9.439
-0.88,3.103,10.118
-0.94,2.397,9.525
-1.148,3.445,9.783
0.409,3.723,9.678
-0.246,3.984,10.099
-0.861,3.529,9.771
-0.828,4.467,9.831
-0.419,3.464,9.838
0.062,3.098,9.85
0.672,2.696,9.953
0.51,1.218,9.798
-1.067,4.225,8.522
-0.388,1.488,9.865
-0.648,2.649,9.644
-0.608,3.653,9.716
-1.048,2.933,9.692
-0.732,2.483,9.721
-0.536,2.22,9.683
-0.706,2.519,9.556
-0.325,2.684,9.549
-0.361,2.96,9.714
-0.51,2.974,9.767
-0.555,2.988,9.79
-0.522,2.931,9.685
-0.407,2.945,9.747
-0.462,2.924,9.695
